turns,white_rating,black_rating,rank_diff,opening_code,winner
88,1592,1607,-15,A10,Black
2,1629,1580,49,C20,Black
89,1593,1590,3,C42,White
60,1600,1620,-20,A17,Black
45,1590,1571,19,D31,White
49,1586,1601,-15,A40,White
58,1612,1557,55,A15,Black
58,1590,1601,-11,D02,Black
12,1612,1600,12,A10,Black
46,1587,1592,-5,D53,Black
52,1602,1650,-48,A10,Black
89,1596,1422,174,A34,White
35,1585,1593,-8,A17,White
65,1573,1596,-23,C22,White
75,1539,1609,-70,C48,White
73,1589,1621,-32,D30,White
132,1632,1618,14,A10,Black
48,1624,1621,3,C42,Black
30,1630,1678,-48,A11,Black
104,1638,1757,-119,A21,Black
75,1661,1648,13,D00,White
74,1668,1237,431,A13,Black
80,1517,1661,-144,C42,Black
93,1661,1500,161,A13,White
111,1621,1673,-52,C42,White
41,1670,1642,28,A10,White
52,1532,1663,-131,D30,Black
118,1638,1643,-5,C42,Black
42,1684,1631,53,A30,Black
40,1621,1616,5,A25,White
24,1413,1616,-203,C42,Black
59,1607,1558,49,A21,White
72,1594,1596,-2,C28,Black
60,1588,1585,3,D00,Black
129,1576,1538,38,A36,White
100,1508,1567,-59,C00,Black
54,1560,1556,4,C02,Black
41,1547,1493,54,A22,White
34,1537,1495,42,A13,White
29,1594,1547,47,C00,White
34,1394,1531,-137,C42,Black
73,1522,1503,19,A22,White
71,1816,1817,-1,C47,White
82,1831,1721,110,A05,Black
50,2043,1814,229,B00,Black
35,1802,1826,-24,A04,White
61,1615,1796,-181,A01,Black
28,1804,1915,-111,A08,Black
57,2005,1809,196,A40,White
52,1817,1924,-107,A04,Black
59,1806,1808,-2,D02,White
76,1826,2013,-187,A00,Black
8,1391,1824,-433,A00,Black
94,1839,1736,103,A04,Black
91,1828,1802,26,A04,White
93,2318,1830,488,A40,White
74,1746,1815,-69,A00,Black
19,1810,1564,246,A04,White
66,1797,1799,-2,B02,Black
34,1435,1796,-361,A15,Black
45,1591,1655,-64,C80,White
65,1879,1591,288,A91,Black
53,1562,1650,-88,C40,White
46,1602,1534,68,C01,Black
88,1538,1579,-41,C70,Draw
4,1606,1567,39,B30,Black
50,1651,1506,145,A09,Black
22,1709,1396,313,C40,Black
47,1677,1640,37,D02,White
60,1650,1636,14,C02,Black
88,1772,1659,113,B06,Black
69,1659,1772,-113,C58,White
49,1659,1772,-113,C50,White
96,1866,1772,94,C62,Black
95,1744,1772,-28,D06,White
52,1772,1612,160,C22,Black
33,1772,1943,-171,B01,White
83,1943,1772,171,C62,White
74,1775,1760,15,C44,Black
2,1710,1750,-40,C20,Black
89,1870,1757,113,C42,White
15,1750,1622,128,C22,White
63,1726,1739,-13,C42,Black
66,1720,1726,-6,D02,White
67,1714,1732,-18,C42,White
32,1744,1701,43,B22,Black
108,1689,1746,-57,C42,Draw
75,1551,1764,-213,C42,White
50,1649,1756,-107,A20,Black
42,1659,1751,-92,C42,Black
83,1739,1754,-15,C22,White
57,1742,1751,-9,C46,White
69,1738,1775,-37,C00,White
51,1731,1575,156,C22,White
172,1571,1736,-165,C46,Draw
33,1728,1632,96,C22,White
73,1570,1745,-175,C25,White
33,1675,1744,-69,C42,Black
95,1737,1568,169,D30,White
45,1659,1752,-93,A00,White
51,1641,1777,-136,B00,White
88,1793,1695,98,D20,Black
129,1816,1805,11,B01,White
66,1874,1486,388,C55,Black
61,1833,1602,231,C55,White
41,1691,1215,476,C41,White
104,1280,1244,36,B02,Black
28,1297,1659,-362,B13,Black
52,1427,1172,255,D02,Black
103,1572,1172,400,B50,White
39,1552,1193,359,C47,White
96,1209,1628,-419,A00,Black
59,1118,1125,-7,C00,White
64,1177,1131,46,B10,White
13,1019,1138,-119,D02,Black
48,1176,1120,56,A00,Black
78,1138,1093,45,B02,Black
54,1156,1120,36,C40,Black
53,1114,820,294,D00,White
35,1164,1130,34,A03,White
49,1110,1148,-38,D00,White
43,1096,1012,84,A00,White
65,1075,1116,-41,A00,White
57,1113,1209,-96,C20,White
88,1130,1203,-73,D00,Black
60,1159,1068,91,C41,Black
128,1228,1128,100,C42,Black
167,1012,1164,-152,C41,White
80,1174,1453,-279,C45,Black
21,1270,1226,44,C20,White
87,1375,1248,127,A03,White
53,1293,1282,11,C42,White
61,1810,1686,124,A40,White
33,1680,1499,181,C55,White
54,1882,1686,196,A40,White
101,1929,1690,239,C21,White
63,1681,1614,67,C41,White
135,1717,1664,53,C57,White
80,1193,1421,-228,C00,Black
65,1414,1271,143,C40,White
38,1500,1404,96,A40,Black
66,1500,1394,106,C00,Black
41,1391,1041,350,C46,White
40,1044,1388,-344,C00,Black
69,1403,1314,89,B84,Black
34,1358,1392,-34,C00,Black
48,1558,1372,186,C02,Black
31,1951,1500,451,D30,White
44,1500,1951,-451,B50,Black
23,1951,1435,516,D20,White
52,1435,1951,-516,D00,Black
27,1951,1500,451,A40,White
54,1951,1875,76,E61,Black
51,1951,1848,103,A80,Black
86,1679,1951,-272,B50,Black
29,1951,1679,272,D20,White
78,1679,1951,-272,B50,Black
97,1951,1513,438,D10,White
54,1740,1951,-211,D08,Black
73,1951,1475,476,D20,White
70,1029,1753,-724,E00,Black
41,1242,1336,-94,C42,Black
81,1500,1336,164,C46,White
68,1336,1500,-164,D01,Black
30,1336,1500,-164,D02,Black
9,1524,1500,24,B00,White
22,1257,1500,-243,A40,Draw
73,1259,1252,7,C00,White
28,1268,1318,-50,D10,Black
31,1314,1278,36,C21,White
109,1316,1276,40,C20,Draw
72,1295,1374,-79,D30,Black
13,1282,1358,-76,D20,White
125,1263,1293,-30,D01,White
37,1282,1309,-27,A40,White
78,1272,1246,26,D30,White
78,1280,1366,-86,D02,Black
17,1305,1290,15,A41,White
33,1383,1299,84,C53,White
24,1350,1286,64,C64,Black
52,1205,1278,-73,D31,Black
15,1268,1215,53,D30,White
128,1273,1480,-207,D10,Black
59,1333,1283,50,C21,White
145,1368,1291,77,A25,White
40,1301,1341,-40,A40,Black
25,1311,1349,-38,D10,Black
22,1317,1490,-173,D10,Black
54,1302,1306,-4,D01,Black
53,1297,1236,61,D06,White
105,1289,1195,94,D30,White
48,1175,1281,-106,C50,Black
13,1310,1291,19,C68,White
44,1301,1368,-67,D20,Black
15,1290,1320,-30,B06,White
33,1323,1301,22,C50,White
73,1288,1329,-41,A43,White
52,1103,1283,-180,C78,Black
28,1291,1396,-105,D06,Black
55,1286,1442,-156,D20,Draw
21,1346,1296,50,C46,White
27,1401,1304,97,C24,White
48,1313,1374,-61,D06,Black
87,1302,1304,-2,B32,White
51,1369,1312,57,C22,White
27,1436,1319,117,D00,White
47,1307,1382,-75,D02,White
20,1240,1297,-57,C68,Black
42,1308,1337,-29,A40,Black
59,1297,1276,21,D30,White
36,1274,1285,-11,C44,Black
20,1276,1179,97,D20,White
51,1421,1284,137,C46,White
58,1288,1587,-299,D10,Black
53,1943,1500,443,B01,White
26,1516,1500,16,D20,Black
7,1500,1500,0,B00,White
76,1500,1500,0,C46,Black
47,1441,1500,-59,C49,White
92,1500,1560,-60,A04,Black
55,1500,1500,0,D00,White
60,1500,1500,0,C41,Black
55,1833,1500,333,A53,White
79,1500,1500,0,C60,White
39,1274,1311,-37,B20,White
32,1323,1348,-25,C41,Black
23,1305,1483,-178,B07,White
66,1469,1285,184,C46,Black
96,1295,1758,-463,B10,Black
154,1498,1274,224,C60,Black
94,1278,1582,-304,C61,Black
47,1298,1119,179,C45,Black
85,1498,1304,194,B23,White
63,1556,1310,246,B25,White
77,1305,1023,282,C41,White
119,1674,1308,366,B31,White
87,1400,1259,141,A04,White
57,1423,1400,23,B00,White
60,1400,1476,-76,A04,Black
72,1290,1400,-110,A10,Black
73,1530,1400,130,B00,White
27,1619,1400,219,A40,White
44,1400,1619,-219,A06,Black
72,1302,1400,-98,A40,Black
113,1400,1475,-75,A06,White
46,1400,1476,-76,A04,White
16,1741,1400,341,B00,White
73,1400,1028,372,A04,White
106,1766,1400,366,B00,Draw
51,1437,1400,37,A40,White
18,1352,1400,-48,B00,Black
95,1631,1400,231,B00,White
18,1559,1400,159,A40,White
64,1400,1635,-235,A04,Black
9,1400,1381,19,A06,White
25,1171,1400,-229,B00,Black
59,1318,1400,-82,B00,White
85,1400,1372,28,A04,White
30,1400,1387,13,A06,Black
15,1371,1400,-29,B00,White
66,1400,1349,51,A06,Black
38,1675,1400,275,B00,Black
18,1515,1400,115,B00,Black
81,1400,1332,68,A04,White
58,1366,1400,-34,B00,Black
31,1589,1400,189,B00,Black
49,1400,1466,-66,A06,White
44,1400,1437,-37,A04,Black
65,1566,1400,166,A00,White
40,1356,1400,-44,B00,Black
28,1400,1395,5,A04,Black
56,1500,1400,100,B00,Black
19,1400,1396,4,A04,White
105,1400,1412,-12,A04,White
40,1442,1400,42,A00,Black
66,1752,1960,-208,C00,Black
31,1877,1940,-63,C01,Black
33,1932,1644,288,A34,White
8,1632,1924,-292,C00,Black
9,1916,1620,296,A10,White
79,1919,1945,-26,C02,White
49,1924,1832,92,A20,White
54,1918,1891,27,A84,Black
79,1865,1781,84,A30,White
16,1847,1657,190,A11,White
30,1572,1832,-260,B07,Black
41,1697,1890,-193,C41,White
65,1848,1823,25,A20,White
49,1798,1796,2,A41,Black
59,1709,1871,-162,A18,White
37,1659,1555,104,A10,White
22,1815,1378,437,A10,Black
78,1676,1741,-65,C41,Black
67,1500,1430,70,A10,White
50,1470,1453,17,C30,Black
42,1445,1464,-19,C65,White
100,1500,1456,44,C42,Black
63,1446,1424,22,B20,White
64,1461,1434,27,D15,Black
66,1434,1513,-79,D31,Black
7,1499,1442,57,A00,White
107,1442,1566,-124,D20,White
37,1500,1442,58,A28,White
259,1441,1461,-20,D10,Draw
101,1543,1448,95,A20,White
21,1448,1458,-10,A40,Draw
120,1446,1494,-48,D25,Black
69,1497,1456,41,D06,White
82,1466,1527,-61,D06,Black
19,1444,1500,-56,C40,White
75,1661,1450,211,C57,White
134,1441,1438,3,A01,Black
20,1351,1471,-120,C44,Black
94,1491,1346,145,B15,Black
70,1318,1483,-165,C42,Black
58,1496,1511,-15,B30,Black
44,1485,1482,3,D05,Black
117,1467,1456,11,B40,White
31,1446,1452,-6,C44,Black
65,1421,1429,-8,C62,White
37,1329,1443,-114,C60,White
39,1423,1484,-61,C40,White
35,1407,1377,30,B00,White
82,1231,1397,-166,D20,Black
11,952,1394,-442,A00,Black
31,1390,967,423,B00,White
46,1046,1030,16,B10,Black
13,1045,1119,-74,A04,White
14,1179,1329,-150,A00,Black
69,1409,1228,181,B00,White
48,1388,1326,62,B10,White
28,1500,1503,-3,A00,Black
4,1650,1812,-162,C44,Black
43,1436,1668,-232,C00,White
78,1678,1715,-37,D10,Black
75,1724,1688,36,B08,White
39,1678,1630,48,D20,White
41,1728,1688,40,B32,White
98,1701,1638,63,C50,Black
62,1715,1652,63,B50,Black
61,1777,1725,52,E90,White
100,1745,1747,-2,B40,Black
37,1831,1745,86,B21,White
125,1732,1747,-15,B01,White
30,1759,1719,40,A41,Black
43,1739,1719,20,B07,Draw
80,1747,1588,159,D06,Black
63,1742,1506,236,C41,White
49,1728,1772,-44,D02,White
39,2257,1730,527,B07,White
102,1434,1726,-292,A00,Black
38,1742,1602,140,C55,Black
105,1997,1747,250,B07,White
35,1751,1992,-241,C00,Black
35,1987,1757,230,B08,White
82,1762,1971,-209,C42,Black
83,1964,1768,196,B08,White
89,1939,1795,144,A00,White
22,1811,1696,115,C40,Black
39,1894,1820,74,B07,White
34,1835,1733,102,C89,Black
45,1832,1503,329,D06,White
88,2242,1811,431,B06,Black
39,2101,1824,277,D30,White
62,1828,2097,-269,B28,Black
102,1846,1622,224,B00,Black
41,2048,1852,196,B07,White
36,1860,1969,-109,B30,Black
81,1820,1850,-30,B07,Black
71,1846,1551,295,C67,White
32,1680,1839,-159,B50,Black
65,1829,1777,52,B00,White
68,1604,1824,-220,B08,Black
87,939,963,-24,B02,White
66,1458,939,519,A06,White
59,1449,940,509,C24,White
80,949,1064,-115,A15,Black
66,961,974,-13,A00,Black
89,963,975,-12,C20,White
5,1046,986,60,C27,White
95,1801,1784,17,A04,White
41,1768,1773,-5,B53,White
108,1857,1763,94,A43,Draw
108,1775,1890,-115,B11,Black
92,1815,1724,91,B18,Black
62,1815,1872,-57,C05,Black
47,1800,1741,59,C41,White
168,1522,1793,-271,A45,Black
27,1868,1808,60,C01,White
21,1796,1643,153,C07,White
58,1394,1792,-398,B30,Black
63,1412,1410,2,B01,White
28,1417,1565,-148,C00,Black
49,1412,1174,238,C23,White
20,1464,1397,67,A06,Black
68,1387,1385,2,A06,Black
107,1377,1645,-268,B07,Draw
140,1383,1588,-205,B00,Black
200,1910,1827,83,A47,Black
80,1752,1818,-66,D01,Black
47,1809,1762,47,B01,White
51,1803,1658,145,C41,White
71,1818,1813,5,C27,White
88,1806,1802,4,C42,Black
158,1804,1757,47,C50,Draw
85,1796,1700,96,B15,White
162,1807,1786,21,B20,Black
60,1726,1799,-73,C02,Black
141,1795,1523,272,C50,White
43,1777,2054,-277,C00,White
104,1831,1776,55,A51,Draw
55,1786,1795,-9,C51,Black
79,1775,1791,-16,B40,White
51,1789,1786,3,A35,White
109,1775,1761,14,B30,White
41,1773,1786,-13,C42,White
81,1743,1799,-56,A00,White
131,1807,1809,-2,C21,White
60,1823,1729,94,B18,Black
44,1764,1814,-50,A45,Black
83,1801,1881,-80,B50,White
52,1814,1723,91,B30,Black
80,1733,1806,-73,A45,Black
73,1743,1819,-76,A52,White
190,1818,1849,-31,B00,Draw
92,1600,1652,-52,D53,Black
63,1640,1672,-32,B07,White
54,1648,1765,-117,D35,Black
30,1757,1656,101,B90,White
48,1792,1640,152,C41,Black
54,1647,1785,-138,B90,Black
42,1801,1631,170,C45,Black
50,1638,1795,-157,B50,Black
29,1788,1645,143,C41,White
48,1652,1781,-129,B94,Black
78,1796,1636,160,B80,Black
90,1723,1622,101,C41,Black
47,1588,1622,-34,C41,Black
53,1664,1652,12,A06,White
47,1707,1674,33,C46,White
71,1670,1685,-15,B02,White
97,1674,1680,-6,A27,White
47,1670,1685,-15,C44,White
58,1692,1792,-100,A22,Black
122,1747,1692,55,B06,Draw
111,1692,1747,-55,A01,White
91,1747,1692,55,C62,White
53,1692,1747,-55,A28,White
130,1747,1692,55,B02,Black
43,1692,1747,-55,D02,White
121,1692,1747,-55,C50,White
110,1747,1692,55,B50,Black
96,1747,1692,55,C48,Black
43,1692,1747,-55,A01,White
81,1747,1692,55,C60,Draw
129,1692,1747,-55,D02,White
164,1654,1692,-38,B20,Draw
79,1600,1692,-92,B00,White
54,1692,1637,55,E10,Black
128,1692,1637,55,A13,Black
80,1606,1684,-78,C62,Black
62,1694,1704,-10,D11,Black
44,1688,1705,-17,B06,White
73,1696,1657,39,A04,White
9,1628,1688,-60,B50,Black
53,1679,1626,53,A01,White
83,1669,1663,6,A04,White
97,1669,1573,96,A13,White
82,1652,1659,-7,B06,Black
36,1636,1649,-13,B12,Black
26,1660,1622,38,A07,Black
53,1682,1670,12,B21,White
114,1548,1670,-122,D06,Black
77,1670,1548,122,A06,White
57,1651,1670,-19,A00,White
93,1651,1670,-19,B20,White
65,1670,1659,11,C41,White
99,2095,1679,416,B77,White
69,1872,1685,187,C50,White
34,1421,1680,-259,C20,Black
37,1670,1625,45,C28,White
72,1686,1676,10,B00,Black
61,1804,1698,106,A25,White
87,1691,1567,124,C25,White
49,1679,1690,-11,B52,White
11,1666,1702,-36,C28,White
66,1691,1643,48,C00,Black
27,1933,1696,237,C37,White
25,1675,2055,-380,B40,White
102,1716,1661,55,C21,Black
60,1568,1653,-85,D00,Black
45,1648,1630,18,B30,White
99,1647,1664,-17,C31,White
41,1664,1632,32,C00,White
55,1661,1322,339,C27,White
51,1765,1669,96,D15,White
72,1672,2052,-380,B30,Black
97,1785,1680,105,C50,White
48,1873,1913,-40,C40,Black
61,1871,1456,415,A42,White
13,1871,1098,773,C55,White
80,1836,1884,-48,C71,White
101,1822,1886,-64,D02,White
68,1901,1806,95,C44,Black
87,1893,1768,125,C00,White
104,1738,1886,-148,A30,Black
81,1872,1940,-68,B00,White
21,1862,1809,53,C44,White
65,1753,1871,-118,C50,White
46,1826,1860,-34,C30,Black
80,1882,1504,378,C44,Black
96,1729,1874,-145,C45,Black
118,1232,1874,-642,C45,Black
74,2016,1889,127,C70,White
76,2235,2447,-212,A50,Black
56,1282,1472,-190,D10,Black
82,1330,1464,-134,B25,Black
38,1461,1559,-98,C41,Black
55,1440,1777,-337,C50,White
58,1558,1423,135,B20,Black
73,1391,1437,-46,C22,White
36,1403,1451,-48,A40,White
90,1631,1432,199,C02,Black
86,1153,1428,-275,C00,Black
49,1423,1158,265,B01,White
64,1262,1416,-154,C00,Black
29,1352,1431,-79,A00,White
64,1433,1869,-436,B00,Black
62,1458,1044,414,C42,Black
59,1581,1466,115,C02,White
41,1461,1246,215,C45,White
45,1454,1289,165,B33,White
29,1339,1470,-131,C02,White
99,1451,1865,-414,C41,White
47,1844,1453,391,B32,White
86,1450,1136,314,B00,White
54,1500,1500,0,A00,Black
22,1463,1500,-37,B00,Black
107,2500,2205,295,B40,White
23,2131,1869,262,D06,White
58,1852,1805,47,C00,White
64,1873,1858,15,B70,Black
71,1865,1623,242,B13,White
128,1732,1850,-118,C68,Black
72,1864,2011,-147,C45,Black
76,2040,1827,213,C54,Black
79,1800,1508,292,C44,White
19,1918,1820,98,A28,White
35,1842,1915,-73,B13,Black
47,1502,1834,-332,C50,Black
99,1810,1728,82,C41,White
58,1789,1776,13,C50,Black
95,1723,1708,15,B00,White
41,1662,1808,-146,C44,White
44,1801,1697,104,C77,White
50,1750,1761,-11,C40,Black
47,1678,1717,-39,C01,White
99,1596,1643,-47,C44,White
79,2613,1904,709,D53,White
75,1893,1897,-4,A42,White
57,2003,1901,102,C07,White
101,1815,1904,-89,C01,Draw
226,1817,1907,-90,C00,Draw
105,1899,1776,123,E61,White
78,1610,1895,-285,A40,Black
129,1888,1736,152,E61,White
59,2224,1802,422,B22,White
70,1783,2222,-439,B21,Black
93,2217,1970,247,B00,White
74,1873,2214,-341,B22,Black
62,2211,1878,333,C41,White
28,1935,2206,-271,B57,Black
57,2200,2029,171,B22,White
27,2199,1622,577,C55,White
64,1971,2194,-223,B21,Black
138,2274,2191,83,B20,Draw
90,1801,2189,-388,B21,Black
37,2188,1536,652,C00,White
106,2196,2314,-118,C40,Black
114,2346,2179,167,B71,Black
29,2170,2112,58,B22,White
47,2161,2084,77,C55,White
53,2154,2010,144,B22,White
57,2140,2218,-78,E54,White
48,2043,2132,-89,A45,Black
43,2122,2052,70,B01,White
115,2007,2138,-131,A02,White
57,2128,2064,64,B01,White
156,1610,1578,32,B20,Black
35,1743,1594,149,A45,White
96,1584,1591,-7,D06,White
54,1595,1563,32,A50,Black
44,1573,1597,-24,B20,Black
150,1609,1552,57,A40,Black
106,1619,1632,-13,E20,Black
40,1591,1609,-18,B50,Black
53,1611,1557,54,D20,White
75,1667,1620,47,A45,White
57,1599,1631,-32,A46,White
113,1631,1627,4,A40,Draw
29,1620,1639,-19,E00,White
113,1645,1630,15,B90,White
205,1617,1704,-87,D06,White
62,1601,1607,-6,B57,Black
49,1569,1619,-50,B57,White
17,1621,1593,28,D10,White
37,1609,1688,-79,A40,White
127,1598,1619,-21,B21,White
153,1628,1666,-38,D31,Draw
30,1574,1619,-45,B20,Black
61,1609,1590,19,D45,White
88,1641,1598,43,B90,Black
71,1661,1606,55,B90,White
48,1617,1616,1,D20,Black
58,1620,1606,14,B50,Black
79,1597,1565,32,A40,White
73,1599,1607,-8,A46,White
40,1601,1597,4,B20,Black
48,1607,1600,7,D20,Black
54,1615,1704,-89,D20,Black
73,1601,1626,-25,A00,White
48,1635,1666,-31,D07,Black
43,1662,1645,17,A45,White
48,1598,1636,-38,A45,Black
45,1628,1556,72,D20,White
54,1638,1639,-1,A40,Black
34,1450,1999,-549,B45,Black
53,1999,1450,549,C53,White
77,1996,1959,37,C21,White
32,1948,1942,6,E20,White
113,1930,2204,-274,A40,White
39,1918,1966,-48,A49,White
17,2069,1925,144,D02,White
75,1860,1938,-78,B30,White
28,1905,1924,-19,A12,Black
93,1930,2107,-177,D00,Black
42,1936,2101,-165,D10,Black
126,1313,1543,-230,A30,Black
8,1563,1290,273,A20,Black
67,1266,1585,-319,A13,White
49,1542,1242,300,E61,Black
88,1232,1551,-319,A21,Draw
28,1244,1282,-38,A21,Black
35,1525,1249,276,A30,White
86,1225,1546,-321,A34,White
65,1198,1613,-415,A10,White
66,1189,1621,-432,A21,Black
63,1619,1191,428,A40,White
35,1176,1201,-25,A13,White
22,1649,1176,473,C20,Black
14,1176,1649,-473,A22,White
67,1621,1176,445,C20,White
106,1176,1621,-445,A34,Black
96,1176,1615,-439,D20,Black
115,1615,1176,439,D00,White
113,1176,1615,-439,D20,White
69,1653,1176,477,D00,White
58,1176,1653,-477,A41,Black
54,1653,1176,477,C20,Black
21,1176,1653,-477,D20,Draw
67,1500,1176,324,C02,White
79,1308,1185,123,A20,White
45,1164,1326,-162,D10,White
73,1318,1173,145,A20,White
114,1180,1361,-181,A40,Black
18,1355,1188,167,A00,White
48,1191,1623,-432,D07,Black
116,1203,1267,-64,D06,Black
42,1283,1182,101,A57,Black
71,1156,1449,-293,A52,White
45,1444,1161,283,A22,White
114,1530,1552,-22,C00,Black
26,1504,1543,-39,C00,Black
35,1543,1601,-58,C41,White
63,1519,1543,-24,A04,Draw
119,1584,1553,31,C00,White
84,1537,1543,-6,C02,Black
38,1509,1544,-35,C00,Draw
65,1532,1570,-38,C41,White
40,1497,1532,-35,C02,Black
51,1436,1546,-110,C00,White
61,1536,1498,38,C00,White
71,1453,1550,-97,C02,White
57,1550,1429,121,A06,White
51,1462,1541,-79,A00,Black
53,1492,1554,-62,A00,White
65,1522,1566,-44,A40,White
94,1671,1563,108,A02,Draw
26,1464,1555,-91,E03,Black
133,1626,1564,62,C00,White
111,1550,1639,-89,C50,White
25,1550,1527,23,B30,White
38,1693,1535,158,C02,Black
52,1600,1535,65,A40,Black
64,1500,1535,-35,C02,Black
30,1443,1528,-85,A00,Black
85,1542,1517,25,A02,Black
77,1651,1524,127,A13,White
54,1507,1513,-6,C01,Black
166,1523,1556,-33,C65,Black
73,1554,1523,31,C01,White
91,1636,1506,130,C02,White
90,1528,1495,33,C00,Black
55,1545,1490,55,C00,White
52,1508,1562,-54,C61,Black
31,1552,1518,34,C00,White
23,1505,1565,-60,C61,White
35,1580,1492,88,C00,Black
15,1484,1401,83,B01,White
28,1418,1475,-57,C00,Black
35,1466,1406,60,C70,White
51,1432,1478,-46,A40,White
60,1489,1475,14,B01,Black
64,1454,1479,-25,A40,Black
71,1516,1489,27,C02,White
40,1582,1489,93,C00,Black
45,1799,1578,221,C30,White
78,1716,1464,252,C50,Black
10,1277,1464,-187,C68,Draw
60,1413,1280,133,C61,White
48,1276,1461,-185,C62,Draw
41,1284,1436,-152,C40,White
49,1426,1500,-74,C20,White
93,1405,1040,365,D10,White
25,1516,1413,103,C41,White
46,1434,1401,33,D02,Black
37,1388,1447,-59,C44,White
36,1507,1396,111,A00,White
17,1636,1400,236,B23,White
30,1408,1498,-90,B00,Black
50,1415,1577,-162,C20,Black
24,1331,1413,-82,C20,Black
67,1400,1452,-52,B01,White
21,1440,1421,19,C41,White
65,1405,1557,-152,E67,White
45,1309,1419,-110,C41,White
72,1587,1403,184,C20,Black
123,1416,1349,67,C25,Black
50,1431,1317,114,B07,Black
80,1436,1669,-233,C41,Black
40,1363,1418,-55,C45,Black
34,1423,1650,-227,B20,Black
106,1418,1445,-27,A40,Black
65,1587,1424,163,A40,White
43,1407,1620,-213,B01,White
57,1643,1424,219,D00,White
115,1500,1430,70,C41,White
11,1444,1358,86,C40,Black
61,1442,1420,22,C57,Black
39,1435,1453,-18,C20,White
45,1728,1458,270,A04,White
33,1470,1469,1,C53,White
22,1461,1355,106,C55,White
57,1466,1657,-191,C61,Black
51,1441,1479,-38,C41,White
55,1642,1485,157,D20,White
56,1449,1475,-26,C62,Black
55,1462,1504,-42,B20,White
43,1727,1466,261,D52,White
65,1457,1386,71,C44,White
25,1503,1468,35,C50,White
61,1461,1316,145,B01,White
100,1466,1583,-117,B00,Draw
58,1461,1455,6,C20,Black
71,1446,1344,102,B27,White
39,1436,1388,48,B00,White
51,1665,1360,305,D20,White
35,2171,2064,107,B94,White
43,2162,2088,74,B45,White
54,2097,2152,-55,A85,Black
47,2053,2167,-114,C50,White
51,1994,2160,-166,A80,Black
59,2166,1997,169,C43,Draw
88,1661,2069,-408,C57,Black
68,2211,1637,574,A45,Black
64,1187,1635,-448,A00,Black
104,1924,1774,150,C41,Black
68,1789,1899,-110,C18,Black
65,1880,1679,201,C44,White
43,2050,1880,170,C02,White
50,1923,1911,12,B01,Black
63,1964,2005,-41,B01,Black
3,1970,1832,138,C40,White
127,1990,1970,20,B30,White
53,1886,1970,-84,C69,White
138,1970,1886,84,E20,Black
135,1886,1970,-84,B73,White
29,1970,1500,470,C41,White
34,1621,1970,-349,A46,Black
17,1970,1710,260,C61,White
35,1807,1970,-163,B21,White
46,1970,1208,762,B00,Draw
80,2106,1970,136,A21,Black
141,1970,1506,464,B28,White
96,1506,1970,-464,C20,Black
25,1970,1500,470,C40,White
42,1452,2085,-633,D00,Black
60,1660,1450,210,D35,Black
58,1486,1654,-168,B52,Black
42,1390,1649,-259,B40,Black
45,2013,1652,361,A40,White
71,1643,1573,70,B12,White
110,1652,1735,-83,B36,Black
85,1726,1661,65,A40,White
20,1672,1717,-45,A52,Black
152,1643,1660,-17,C46,Black
22,1415,1655,-240,A57,Black
57,1669,1326,343,C00,White
92,1329,1660,-331,A00,Black
130,1674,1926,-252,C17,Black
66,1674,1500,174,D60,Black
76,1781,1674,107,B01,Black
95,1529,1674,-145,C24,White
80,1674,1708,-34,C40,Black
21,1590,1640,-50,B20,Black
91,2027,1640,387,D25,White
84,2027,1640,387,B33,Draw
86,1579,1416,163,C00,Black
137,1577,1634,-57,C26,Draw
103,1568,1509,59,B20,White
47,1561,1380,181,B00,White
29,1552,1471,81,C00,White
63,1547,1330,217,C23,White
39,1564,1386,178,C00,Black
115,1563,1609,-46,B00,Draw
99,1549,1609,-60,C23,White
92,1562,1536,26,C23,Black
48,1563,2139,-576,C26,Black
90,1565,1947,-382,B20,Black
102,1587,1553,34,A20,Black
93,1712,1559,153,C45,White
29,1547,1583,-36,B01,White
60,1552,1763,-211,B20,Black
54,1568,1439,129,C23,Black
104,1534,1557,-23,D01,Black
59,1550,1560,-10,C23,White
69,1544,1350,194,C20,White
96,1558,1519,39,B01,Black
50,1569,1576,-7,C24,Black
44,1577,1714,-137,C00,Black
55,1596,1327,269,C23,Black
105,1594,1238,356,C24,White
72,1609,1485,124,B01,Black
25,1605,1354,251,C26,White
105,1594,1574,20,B00,White
65,1582,1575,7,C24,White
33,1575,1405,170,C24,White
39,1572,1251,321,B00,White
60,1140,1571,-431,C20,Black
51,1993,1573,420,C21,White
64,1576,1915,-339,B20,Black
45,1990,1578,412,A00,White
70,1591,1536,55,C26,Black
23,1575,1725,-150,C23,White
44,1581,1747,-166,C28,Black
99,1569,1615,-46,C20,White
56,1583,1482,101,C28,Black
67,1593,1644,-51,C00,Black
39,1589,1299,290,C23,White
31,1605,1416,189,C00,Black
222,1617,1614,3,B07,Black
111,1611,1418,193,C23,White
23,1606,1392,214,C24,White
19,1601,1402,199,C23,White
40,1451,1594,-143,C40,Black
43,1475,1396,79,C30,Black
92,1496,1229,267,C30,Black
76,1393,1398,-5,C55,Black
63,1418,1405,13,C02,White
18,1422,1267,155,C41,Black
73,1778,1425,353,C00,White
20,1430,1669,-239,C50,Black
84,1441,1474,-33,C55,Black
27,1403,1455,-52,C01,White
