rated,turns,time_increment,white_rating,black_rating,opening_code,opening_moves,victory_status,winner
TRUE,123,10+0,1807,1587,D08,7,Resign,White
TRUE,73,10+0,1779,1315,A40,2,Mate,White
TRUE,71,10+0,1735,1622,D20,5,Resign,White
TRUE,70,10+0,1772,1781,C45,7,Resign,Black
TRUE,60,10+0,1794,1712,C44,4,Resign,Black
TRUE,32,10+0,1765,1784,C45,7,Resign,Black
TRUE,17,10+0,1836,1830,A03,2,Resign,White
TRUE,46,10+0,1558,1796,C62,6,Mate,Black
TRUE,67,10+0,1746,1565,C41,5,Resign,White
TRUE,56,10+0,1573,1653,C62,6,Mate,Black
TRUE,41,10+0,1500,1452,B22,3,Resign,White
TRUE,101,10+0,1576,1578,A22,6,Resign,White
TRUE,111,10+0,1727,1582,C42,7,Out of Time,White
TRUE,127,10+0,1670,1591,C46,7,Out of Time,White
TRUE,46,10+0,1582,1523,B10,3,Resign,White
TRUE,88,10+0,1592,1607,A10,2,Out of Time,Black
TRUE,2,10+0,1629,1580,C20,2,Resign,Black
TRUE,89,10+0,1593,1590,C42,5,Out of Time,White
TRUE,60,10+0,1600,1620,A17,4,Out of Time,Black
TRUE,45,10+0,1590,1571,D31,7,Resign,White
TRUE,49,10+0,1586,1601,A40,3,Mate,White
TRUE,58,10+0,1612,1557,A15,2,Resign,Black
TRUE,58,10+0,1590,1601,D02,4,Mate,Black
TRUE,12,10+0,1612,1600,A10,1,Resign,Black
TRUE,46,10+0,1587,1592,D53,9,Resign,Black
TRUE,52,10+0,1602,1650,A10,6,Out of Time,Black
TRUE,89,10+0,1596,1422,A34,3,Resign,White
TRUE,35,10+0,1585,1593,A17,4,Mate,White
TRUE,65,10+0,1573,1596,C22,6,Out of Time,White
TRUE,75,10+0,1539,1609,C48,7,Out of Time,White
TRUE,73,10+0,1589,1621,D30,4,Mate,White
TRUE,132,10+0,1632,1618,A10,1,Mate,Black
TRUE,48,10+0,1624,1621,C42,9,Resign,Black
TRUE,30,10+0,1630,1678,A11,2,Mate,Black
TRUE,104,10+0,1638,1757,A21,6,Mate,Black
TRUE,75,10+0,1661,1648,D00,3,Out of Time,White
TRUE,74,10+0,1668,1237,A13,2,Mate,Black
TRUE,80,10+0,1517,1661,C42,9,Resign,Black
FALSE,93,10+0,1661,1500,A13,2,Mate,White
TRUE,111,10+0,1621,1673,C42,9,Resign,White
TRUE,41,10+0,1670,1642,A10,2,Resign,White
TRUE,52,10+0,1532,1663,D30,7,Resign,Black
TRUE,118,10+0,1638,1643,C42,9,Out of Time,Black
TRUE,42,10+0,1684,1631,A30,2,Resign,Black
TRUE,40,10+0,1621,1616,A25,4,Resign,White
TRUE,24,10+0,1413,1616,C42,7,Mate,Black
TRUE,59,10+0,1607,1558,A21,3,Resign,White
TRUE,72,10+0,1594,1596,C28,5,Resign,Black
TRUE,60,10+0,1588,1585,D00,3,Resign,Black
TRUE,129,10+0,1576,1538,A36,5,Mate,White
TRUE,100,10+0,1508,1567,C00,3,Mate,Black
TRUE,54,10+0,1560,1556,C02,8,Mate,Black
TRUE,41,10+0,1547,1493,A22,5,Resign,White
TRUE,34,10+0,1537,1495,A13,2,Resign,White
TRUE,29,10+0,1594,1547,C00,3,Mate,White
TRUE,34,10+0,1394,1531,C42,6,Resign,Black
TRUE,73,10+0,1522,1503,A22,6,Out of Time,White
TRUE,71,10+0,1816,1817,C47,8,Mate,White
TRUE,82,10+0,1831,1721,A05,4,Mate,Black
TRUE,50,10+0,2043,1814,B00,2,Resign,Black
TRUE,35,10+0,1802,1826,A04,2,Mate,White
TRUE,61,10+0,1615,1796,A01,2,Resign,Black
TRUE,28,10+0,1804,1915,A08,4,Resign,Black
TRUE,57,10+0,2005,1809,A40,1,Resign,White
TRUE,52,10+0,1817,1924,A04,2,Resign,Black
TRUE,59,10+0,1806,1808,D02,4,Mate,White
TRUE,76,10+0,1826,2013,A00,1,Resign,Black
TRUE,8,10+0,1391,1824,A00,2,Resign,Black
TRUE,94,10+0,1839,1736,A04,2,Resign,Black
TRUE,91,10+0,1828,1802,A04,2,Mate,White
TRUE,93,10+0,2318,1830,A40,1,Out of Time,White
TRUE,74,10+0,1746,1815,A00,4,Mate,Black
TRUE,19,10+0,1810,1564,A04,2,Resign,White
TRUE,66,10+0,1797,1799,B02,4,Resign,Black
TRUE,34,10+0,1435,1796,A15,2,Mate,Black
TRUE,45,45+10,1591,1655,C80,13,Mate,White
FALSE,65,30+20,1879,1591,A91,8,Resign,Black
TRUE,53,25+0,1562,1650,C40,4,Mate,White
TRUE,46,15+1,1602,1534,C01,5,Resign,Black
TRUE,88,40+10,1538,1579,C70,8,Draw,Draw
TRUE,4,10+0,1606,1567,B30,4,Out of Time,Black
FALSE,50,10+15,1651,1506,A09,4,Resign,Black
TRUE,22,13+15,1709,1396,C40,4,Resign,Black
TRUE,47,10+0,1677,1640,D02,4,Mate,White
TRUE,60,10+0,1650,1636,C02,7,Resign,Black
FALSE,88,4+6,1772,1659,B06,7,Out of Time,Black
TRUE,69,4+6,1659,1772,C58,11,Out of Time,White
TRUE,49,4+6,1659,1772,C50,5,Resign,White
TRUE,96,4+6,1866,1772,C62,6,Mate,Black
TRUE,95,5+5,1744,1772,D06,4,Out of Time,White
TRUE,52,10+0,1772,1612,C22,8,Resign,Black
FALSE,33,5+5,1772,1943,B01,6,Resign,White
TRUE,83,5+5,1943,1772,C62,6,Mate,White
TRUE,74,5+5,1775,1760,C44,5,Resign,Black
TRUE,2,5+5,1710,1750,C20,2,Out of Time,Black
TRUE,89,5+5,1870,1757,C42,5,Mate,White
TRUE,15,5+5,1750,1622,C22,7,Mate,White
TRUE,63,5+5,1726,1739,C42,4,Resign,Black
TRUE,66,5+5,1720,1726,D02,4,Resign,White
TRUE,67,5+5,1714,1732,C42,5,Mate,White
TRUE,32,5+5,1744,1701,B22,3,Mate,Black
TRUE,108,5+5,1689,1746,C42,5,Draw,Draw
TRUE,75,5+5,1551,1764,C42,4,Mate,White
TRUE,50,5+5,1649,1756,A20,2,Out of Time,Black
TRUE,42,5+5,1659,1751,C42,5,Resign,Black
TRUE,83,5+5,1739,1754,C22,8,Resign,White
TRUE,57,5+5,1742,1751,C46,7,Resign,White
TRUE,69,5+5,1738,1775,C00,3,Resign,White
TRUE,51,5+5,1731,1575,C22,7,Mate,White
TRUE,172,5+5,1571,1736,C46,7,Draw,Draw
TRUE,33,5+5,1728,1632,C22,7,Resign,White
TRUE,73,5+5,1570,1745,C25,4,Out of Time,White
TRUE,33,5+5,1675,1744,C42,5,Resign,Black
TRUE,95,5+5,1737,1568,D30,7,Resign,White
TRUE,45,5+5,1659,1752,A00,1,Mate,White
TRUE,51,5+5,1641,1777,B00,5,Mate,White
TRUE,88,5+5,1793,1695,D20,5,Mate,Black
TRUE,129,5+5,1816,1805,B01,4,Out of Time,White
TRUE,66,10+0,1874,1486,C55,10,Mate,Black
TRUE,61,10+0,1833,1602,C55,6,Resign,White
TRUE,41,5+8,1691,1215,C41,5,Mate,White
TRUE,104,15+0,1280,1244,B02,3,Mate,Black
TRUE,28,5+8,1297,1659,B13,5,Mate,Black
TRUE,52,20+10,1427,1172,D02,4,Resign,Black
FALSE,103,5+5,1572,1172,B50,4,Mate,White
TRUE,39,20+6,1552,1193,C47,8,Resign,White
TRUE,96,4+6,1209,1628,A00,1,Mate,Black
TRUE,59,10+0,1118,1125,C00,3,Mate,White
TRUE,64,10+0,1177,1131,B10,2,Resign,White
TRUE,13,10+0,1019,1138,D02,4,Resign,Black
TRUE,48,10+0,1176,1120,A00,1,Resign,Black
TRUE,78,10+0,1138,1093,B02,2,Resign,Black
TRUE,54,10+0,1156,1120,C40,4,Mate,Black
TRUE,53,10+0,1114,820,D00,2,Mate,White
TRUE,35,10+0,1164,1130,A03,2,Mate,White
TRUE,49,10+0,1110,1148,D00,2,Resign,White
TRUE,43,10+0,1096,1012,A00,1,Resign,White
TRUE,65,10+0,1075,1116,A00,1,Mate,White
TRUE,57,10+0,1113,1209,C20,3,Resign,White
TRUE,88,10+0,1130,1203,D00,2,Out of Time,Black
TRUE,60,10+0,1159,1068,C41,4,Resign,Black
TRUE,128,10+0,1228,1128,C42,5,Mate,Black
TRUE,167,10+0,1012,1164,C41,4,Mate,White
TRUE,80,10+0,1174,1453,C45,7,Resign,Black
TRUE,21,10+0,1270,1226,C20,4,Out of Time,White
TRUE,87,10+0,1375,1248,A03,2,Mate,White
TRUE,53,10+0,1293,1282,C42,4,Mate,White
TRUE,61,10+0,1810,1686,A40,2,Resign,White
TRUE,33,10+0,1680,1499,C55,6,Resign,White
TRUE,54,10+0,1882,1686,A40,2,Resign,White
TRUE,101,10+0,1929,1690,C21,9,Mate,White
TRUE,63,10+0,1681,1614,C41,4,Resign,White
TRUE,135,10+0,1717,1664,C57,9,Mate,White
TRUE,80,5+5,1193,1421,C00,3,Mate,Black
TRUE,65,5+5,1414,1271,C40,4,Mate,White
TRUE,38,5+5,1500,1404,A40,2,Mate,Black
TRUE,66,5+5,1500,1394,C00,3,Mate,Black
TRUE,41,5+5,1391,1041,C46,7,Mate,White
TRUE,40,5+5,1044,1388,C00,2,Mate,Black
TRUE,69,8+0,1403,1314,B84,12,Resign,Black
TRUE,34,8+0,1358,1392,C00,2,Resign,Black
TRUE,48,10+0,1558,1372,C02,9,Out of Time,Black
FALSE,31,10+0,1951,1500,D30,4,Resign,White
FALSE,44,10+0,1500,1951,B50,4,Resign,Black
FALSE,23,10+0,1951,1435,D20,5,Mate,White
FALSE,52,10+0,1435,1951,D00,4,Mate,Black
FALSE,27,10+0,1951,1500,A40,2,Mate,White
FALSE,54,10+0,1951,1875,E61,9,Resign,Black
FALSE,51,10+0,1951,1848,A80,2,Resign,Black
FALSE,86,10+0,1679,1951,B50,4,Resign,Black
FALSE,29,10+0,1951,1679,D20,5,Resign,White
FALSE,78,10+0,1679,1951,B50,4,Resign,Black
FALSE,97,10+0,1951,1513,D10,5,Resign,White
FALSE,54,10+0,1740,1951,D08,7,Resign,Black
FALSE,73,10+0,1951,1475,D20,5,Resign,White
TRUE,70,10+0,1029,1753,E00,1,Mate,Black
FALSE,41,5+5,1242,1336,C42,5,Resign,Black
FALSE,81,5+5,1500,1336,C46,6,Mate,White
FALSE,68,12+8,1336,1500,D01,4,Resign,Black
FALSE,30,5+8,1336,1500,D02,3,Resign,Black
TRUE,9,40+0,1524,1500,B00,5,Resign,White
TRUE,22,15+5,1257,1500,A40,2,Draw,Draw
TRUE,73,20+10,1259,1252,C00,3,Mate,White
TRUE,28,8+8,1268,1318,D10,4,Resign,Black
TRUE,31,10+7,1314,1278,C21,3,Resign,White
TRUE,109,10+1,1316,1276,C20,3,Out of Time,Draw
TRUE,72,8+0,1295,1374,D30,4,Resign,Black
TRUE,13,20+0,1282,1358,D20,5,Resign,White
TRUE,125,10+5,1263,1293,D01,6,Resign,White
TRUE,37,10+2,1282,1309,A40,2,Mate,White
TRUE,78,15+0,1272,1246,D30,4,Resign,White
TRUE,78,10+5,1280,1366,D02,4,Mate,Black
TRUE,17,5+5,1305,1290,A41,2,Resign,White
TRUE,33,15+10,1383,1299,C53,7,Resign,White
TRUE,24,10+2,1350,1286,C64,6,Mate,Black
TRUE,52,20+0,1205,1278,D31,5,Resign,Black
TRUE,15,10+1,1268,1215,D30,4,Resign,White
TRUE,128,10+2,1273,1480,D10,5,Mate,Black
TRUE,59,20+10,1333,1283,C21,3,Mate,White
TRUE,145,20+2,1368,1291,A25,4,Resign,White
TRUE,40,10+15,1301,1341,A40,6,Resign,Black
TRUE,25,10+5,1311,1349,D10,5,Resign,Black
TRUE,22,9+10,1317,1490,D10,4,Resign,Black
TRUE,54,20+0,1302,1306,D01,4,Resign,Black
TRUE,53,15+0,1297,1236,D06,4,Resign,White
TRUE,105,20+10,1289,1195,D30,4,Resign,White
TRUE,48,5+6,1175,1281,C50,9,Resign,Black
TRUE,13,15+1,1310,1291,C68,8,Resign,White
TRUE,44,10+0,1301,1368,D20,5,Resign,Black
TRUE,15,15+2,1290,1320,B06,4,Resign,White
TRUE,33,10+10,1323,1301,C50,8,Resign,White
TRUE,73,15+1,1288,1329,A43,3,Mate,White
TRUE,52,15+8,1103,1283,C78,12,Mate,Black
TRUE,28,15+7,1291,1396,D06,4,Resign,Black
TRUE,55,16+0,1286,1442,D20,5,Draw,Draw
TRUE,21,20+5,1346,1296,C46,7,Resign,White
TRUE,27,30+0,1401,1304,C24,4,Resign,White
TRUE,48,15+0,1313,1374,D06,4,Resign,Black
TRUE,87,12+2,1302,1304,B32,6,Mate,White
TRUE,51,8+10,1369,1312,C22,6,Resign,White
TRUE,27,15+6,1436,1319,D00,2,Resign,White
TRUE,47,10+2,1307,1382,D02,4,Mate,White
TRUE,20,10+2,1240,1297,C68,7,Resign,Black
TRUE,42,8+0,1308,1337,A40,2,Resign,Black
TRUE,59,14+1,1297,1276,D30,4,Mate,White
TRUE,36,8+8,1274,1285,C44,5,Resign,Black
TRUE,20,15+0,1276,1179,D20,5,Resign,White
TRUE,51,10+5,1421,1284,C46,7,Mate,White
TRUE,58,30+0,1288,1587,D10,5,Resign,Black
TRUE,53,15+0,1943,1500,B01,2,Resign,White
FALSE,26,5+15,1516,1500,D20,5,Resign,Black
FALSE,7,10+5,1500,1500,B00,5,Resign,White
FALSE,76,10+5,1500,1500,C46,5,Resign,Black
FALSE,47,5+7,1441,1500,C49,8,Resign,White
FALSE,92,15+15,1500,1560,A04,2,Mate,Black
FALSE,55,15+10,1500,1500,D00,2,Mate,White
FALSE,60,15+10,1500,1500,C41,4,Resign,Black
FALSE,55,12+4,1833,1500,A53,4,Mate,White
FALSE,79,15+10,1500,1500,C60,5,Out of Time,White
TRUE,39,15+15,1274,1311,B20,2,Resign,White
TRUE,32,15+15,1323,1348,C41,4,Out of Time,Black
TRUE,23,15+15,1305,1483,B07,2,Resign,White
TRUE,66,5+5,1469,1285,C46,5,Out of Time,Black
TRUE,96,5+5,1295,1758,B10,2,Mate,Black
TRUE,154,5+5,1498,1274,C60,6,Mate,Black
TRUE,94,5+5,1278,1582,C61,6,Resign,Black
TRUE,47,5+5,1298,1119,C45,7,Resign,Black
TRUE,85,5+5,1498,1304,B23,3,Resign,White
TRUE,63,5+5,1556,1310,B25,4,Mate,White
TRUE,77,5+5,1305,1023,C41,4,Mate,White
TRUE,119,5+5,1674,1308,B31,6,Resign,White
FALSE,87,15+10,1400,1259,A04,2,Mate,White
FALSE,57,25+2,1423,1400,B00,2,Resign,White
FALSE,60,10+2,1400,1476,A04,2,Out of Time,Black
FALSE,72,15+10,1290,1400,A10,1,Out of Time,Black
FALSE,73,15+10,1530,1400,B00,2,Resign,White
FALSE,27,15+10,1619,1400,A40,2,Mate,White
FALSE,44,15+10,1400,1619,A06,3,Resign,Black
FALSE,72,15+10,1302,1400,A40,2,Mate,Black
FALSE,113,10+0,1400,1475,A06,3,Mate,White
FALSE,46,15+10,1400,1476,A04,2,Resign,White
FALSE,16,25+0,1741,1400,B00,2,Resign,White
FALSE,73,15+10,1400,1028,A04,2,Mate,White
FALSE,106,5+8,1766,1400,B00,2,Draw,Draw
FALSE,51,15+0,1437,1400,A40,2,Resign,White
FALSE,18,15+0,1352,1400,B00,2,Resign,Black
FALSE,95,15+0,1631,1400,B00,5,Out of Time,White
FALSE,18,10+0,1559,1400,A40,2,Resign,White
FALSE,64,15+0,1400,1635,A04,2,Resign,Black
FALSE,9,40+10,1400,1381,A06,3,Resign,White
FALSE,25,15+15,1171,1400,B00,2,Resign,Black
FALSE,59,10+0,1318,1400,B00,2,Resign,White
FALSE,85,20+0,1400,1372,A04,2,Mate,White
FALSE,30,20+0,1400,1387,A06,3,Resign,Black
FALSE,15,20+0,1371,1400,B00,2,Mate,White
FALSE,66,20+0,1400,1349,A06,3,Resign,Black
FALSE,38,20+0,1675,1400,B00,2,Mate,Black
FALSE,18,10+0,1515,1400,B00,2,Resign,Black
FALSE,81,15+10,1400,1332,A04,2,Mate,White
FALSE,58,5+8,1366,1400,B00,2,Mate,Black
FALSE,31,5+5,1589,1400,B00,2,Resign,Black
FALSE,49,10+5,1400,1466,A06,3,Resign,White
FALSE,44,8+0,1400,1437,A04,2,Resign,Black
FALSE,65,15+10,1566,1400,A00,1,Resign,White
FALSE,40,15+10,1356,1400,B00,2,Mate,Black
FALSE,28,15+10,1400,1395,A04,2,Resign,Black
FALSE,56,15+10,1500,1400,B00,2,Mate,Black
FALSE,19,15+10,1400,1396,A04,2,Resign,White
FALSE,105,15+10,1400,1412,A04,2,Mate,White
FALSE,40,15+10,1442,1400,A00,1,Mate,Black
TRUE,66,15+0,1752,1960,C00,3,Mate,Black
TRUE,31,15+0,1877,1940,C01,9,Resign,Black
TRUE,33,15+0,1932,1644,A34,3,Resign,White
TRUE,8,15+0,1632,1924,C00,4,Resign,Black
TRUE,9,15+0,1916,1620,A10,2,Resign,White
TRUE,79,10+0,1919,1945,C02,8,Out of Time,White
TRUE,49,15+15,1924,1832,A20,2,Resign,White
TRUE,54,15+15,1918,1891,A84,5,Resign,Black
TRUE,79,15+15,1865,1781,A30,2,Mate,White
TRUE,16,15+15,1847,1657,A11,2,Resign,White
TRUE,30,30+0,1572,1832,B07,5,Resign,Black
TRUE,41,15+15,1697,1890,C41,8,Resign,White
TRUE,65,45+45,1848,1823,A20,2,Mate,White
TRUE,49,45+45,1798,1796,A41,4,Resign,Black
TRUE,59,15+10,1709,1871,A18,5,Resign,White
TRUE,37,30+0,1659,1555,A10,1,Resign,White
TRUE,22,60+0,1815,1378,A10,2,Resign,Black
TRUE,78,30+10,1676,1741,C41,8,Out of Time,Black
TRUE,67,40+10,1500,1430,A10,2,Resign,White
TRUE,50,15+15,1470,1453,C30,4,Resign,Black
TRUE,42,15+15,1445,1464,C65,6,Resign,White
TRUE,100,15+15,1500,1456,C42,5,Resign,Black
TRUE,63,15+15,1446,1424,B20,3,Mate,White
TRUE,64,15+15,1461,1434,D15,7,Resign,Black
FALSE,66,15+0,1434,1513,D31,5,Out of Time,Black
TRUE,7,15+1,1499,1442,A00,1,Resign,White
FALSE,107,6+8,1442,1566,D20,5,Mate,White
FALSE,37,10+5,1500,1442,A28,7,Resign,White
TRUE,259,15+5,1441,1461,D10,5,Draw,Draw
TRUE,101,30+10,1543,1448,A20,2,Mate,White
TRUE,21,30+0,1448,1458,A40,2,Draw,Draw
TRUE,120,15+0,1446,1494,D25,7,Out of Time,Black
TRUE,69,30+0,1497,1456,D06,4,Resign,White
TRUE,82,30+0,1466,1527,D06,4,Resign,Black
TRUE,19,20+30,1444,1500,C40,4,Mate,White
TRUE,75,30+0,1661,1450,C57,11,Resign,White
TRUE,134,15+4,1441,1438,A01,5,Out of Time,Black
FALSE,20,7+7,1351,1471,C44,6,Resign,Black
TRUE,94,10+0,1491,1346,B15,5,Resign,Black
TRUE,70,10+0,1318,1483,C42,5,Mate,Black
TRUE,58,10+0,1496,1511,B30,4,Mate,Black
TRUE,44,10+0,1485,1482,D05,7,Resign,Black
TRUE,117,10+0,1467,1456,B40,6,Mate,White
TRUE,31,10+0,1446,1452,C44,5,Resign,Black
TRUE,65,10+0,1421,1429,C62,6,Resign,White
TRUE,37,10+0,1329,1443,C60,6,Mate,White
TRUE,39,10+5,1423,1484,C40,3,Mate,White
TRUE,35,15+15,1407,1377,B00,3,Resign,White
TRUE,82,10+6,1231,1397,D20,5,Mate,Black
TRUE,11,15+0,952,1394,A00,2,Resign,Black
TRUE,31,15+0,1390,967,B00,3,Mate,White
TRUE,46,10+0,1046,1030,B10,3,Out of Time,Black
TRUE,13,10+0,1045,1119,A04,2,Resign,White
TRUE,14,10+0,1179,1329,A00,1,Resign,Black
TRUE,69,10+0,1409,1228,B00,2,Mate,White
TRUE,48,10+0,1388,1326,B10,2,Resign,White
TRUE,28,10+0,1500,1503,A00,1,Mate,Black
TRUE,4,10+0,1650,1812,C44,4,Resign,Black
TRUE,43,10+0,1436,1668,C00,4,Resign,White
TRUE,78,10+0,1678,1715,D10,4,Mate,Black
TRUE,75,10+0,1724,1688,B08,8,Out of Time,White
TRUE,39,10+0,1678,1630,D20,5,Resign,White
TRUE,41,10+0,1728,1688,B32,8,Resign,White
TRUE,98,10+0,1701,1638,C50,8,Out of Time,Black
TRUE,62,10+0,1715,1652,B50,5,Resign,Black
TRUE,61,10+0,1777,1725,E90,9,Out of Time,White
TRUE,100,10+0,1745,1747,B40,4,Mate,Black
TRUE,37,10+0,1831,1745,B21,12,Out of Time,White
TRUE,125,10+0,1732,1747,B01,4,Mate,White
TRUE,30,10+0,1759,1719,A41,2,Mate,Black
TRUE,43,10+0,1739,1719,B07,2,Draw,Draw
TRUE,80,10+0,1747,1588,D06,4,Out of Time,Black
TRUE,63,10+0,1742,1506,C41,5,Resign,White
TRUE,49,10+0,1728,1772,D02,3,Mate,White
TRUE,39,10+0,2257,1730,B07,3,Mate,White
TRUE,102,10+0,1434,1726,A00,1,Out of Time,Black
TRUE,38,10+0,1742,1602,C55,6,Mate,Black
TRUE,105,10+0,1997,1747,B07,2,Out of Time,White
TRUE,35,10+0,1751,1992,C00,3,Resign,Black
TRUE,35,10+0,1987,1757,B08,8,Resign,White
TRUE,82,10+0,1762,1971,C42,5,Out of Time,Black
TRUE,83,10+0,1964,1768,B08,8,Out of Time,White
TRUE,89,10+0,1939,1795,A00,1,Mate,White
TRUE,22,10+0,1811,1696,C40,4,Resign,Black
TRUE,39,10+0,1894,1820,B07,2,Resign,White
TRUE,34,10+0,1835,1733,C89,28,Resign,Black
TRUE,45,10+0,1832,1503,D06,4,Resign,White
TRUE,88,10+0,2242,1811,B06,6,Resign,Black
TRUE,39,10+0,2101,1824,D30,4,Resign,White
TRUE,62,10+0,1828,2097,B28,5,Resign,Black
TRUE,102,10+0,1846,1622,B00,2,Resign,Black
TRUE,41,10+0,2048,1852,B07,3,Resign,White
TRUE,36,10+0,1860,1969,B30,4,Resign,Black
TRUE,81,10+0,1820,1850,B07,3,Resign,Black
TRUE,71,10+0,1846,1551,C67,8,Resign,White
TRUE,32,10+0,1680,1839,B50,4,Resign,Black
TRUE,65,10+0,1829,1777,B00,4,Resign,White
TRUE,68,10+0,1604,1824,B08,8,Mate,Black
FALSE,87,10+0,939,963,B02,4,Mate,White
FALSE,66,7+2,1458,939,A06,2,Resign,White
TRUE,59,10+0,1449,940,C24,4,Resign,White
TRUE,80,10+0,949,1064,A15,4,Resign,Black
TRUE,66,10+0,961,974,A00,1,Mate,Black
TRUE,89,10+0,963,975,C20,3,Resign,White
TRUE,5,10+0,1046,986,C27,3,Out of Time,White
TRUE,95,8+0,1801,1784,A04,2,Out of Time,White
TRUE,41,5+8,1768,1773,B53,7,Resign,White
TRUE,108,5+5,1857,1763,A43,4,Draw,Draw
TRUE,108,15+10,1775,1890,B11,6,Mate,Black
TRUE,92,9+0,1815,1724,B18,8,Mate,Black
TRUE,62,5+5,1815,1872,C05,6,Mate,Black
TRUE,47,5+8,1800,1741,C41,5,Resign,White
TRUE,168,7+8,1522,1793,A45,2,Resign,Black
TRUE,27,10+3,1868,1808,C01,4,Mate,White
TRUE,21,10+5,1796,1643,C07,7,Resign,White
TRUE,58,8+7,1394,1792,B30,5,Mate,Black
TRUE,63,10+0,1412,1410,B01,6,Resign,White
TRUE,28,10+0,1417,1565,C00,2,Mate,Black
TRUE,49,10+0,1412,1174,C23,3,Mate,White
TRUE,20,10+0,1464,1397,A06,3,Resign,Black
TRUE,68,10+0,1387,1385,A06,3,Resign,Black
TRUE,107,10+0,1377,1645,B07,3,Draw,Draw
TRUE,140,10+0,1383,1588,B00,3,Out of Time,Black
TRUE,200,10+0,1910,1827,A47,4,Out of Time,Black
TRUE,80,10+0,1752,1818,D01,4,Resign,Black
TRUE,47,10+0,1809,1762,B01,6,Resign,White
TRUE,51,10+0,1803,1658,C41,5,Out of Time,White
TRUE,71,10+0,1818,1813,C27,6,Resign,White
TRUE,88,10+0,1806,1802,C42,5,Resign,Black
TRUE,158,10+0,1804,1757,C50,5,Draw,Draw
TRUE,85,10+0,1796,1700,B15,5,Resign,White
TRUE,162,10+0,1807,1786,B20,3,Resign,Black
TRUE,60,10+0,1726,1799,C02,8,Resign,Black
TRUE,141,10+0,1795,1523,C50,6,Mate,White
TRUE,43,10+0,1777,2054,C00,3,Resign,White
TRUE,104,10+0,1831,1776,A51,4,Draw,Draw
TRUE,55,5+10,1786,1795,C51,8,Resign,Black
TRUE,79,5+5,1775,1791,B40,4,Out of Time,White
TRUE,51,10+0,1789,1786,A35,6,Resign,White
TRUE,109,10+0,1775,1761,B30,4,Out of Time,White
TRUE,41,5+5,1773,1786,C42,5,Resign,White
TRUE,81,5+5,1743,1799,A00,7,Resign,White
TRUE,131,10+0,1807,1809,C21,5,Out of Time,White
TRUE,60,10+0,1823,1729,B18,8,Resign,Black
TRUE,44,10+0,1764,1814,A45,2,Resign,Black
TRUE,83,10+0,1801,1881,B50,4,Resign,White
TRUE,52,10+0,1814,1723,B30,4,Resign,Black
TRUE,80,10+0,1733,1806,A45,2,Resign,Black
TRUE,73,10+0,1743,1819,A52,7,Mate,White
TRUE,190,10+0,1818,1849,B00,3,Out of Time,Draw
TRUE,92,10+0,1600,1652,D53,8,Out of Time,Black
TRUE,63,10+0,1640,1672,B07,2,Resign,White
TRUE,54,5+5,1648,1765,D35,6,Mate,Black
TRUE,30,5+5,1757,1656,B90,11,Resign,White
TRUE,48,5+5,1792,1640,C41,8,Resign,Black
TRUE,54,5+5,1647,1785,B90,11,Mate,Black
TRUE,42,5+5,1801,1631,C45,8,Resign,Black
TRUE,50,5+5,1638,1795,B50,5,Out of Time,Black
TRUE,29,5+5,1788,1645,C41,8,Resign,White
TRUE,48,5+5,1652,1781,B94,11,Resign,Black
TRUE,78,5+5,1796,1636,B80,13,Mate,Black
TRUE,90,15+5,1723,1622,C41,4,Resign,Black
FALSE,47,15+0,1588,1622,C41,4,Resign,Black
TRUE,53,25+3,1664,1652,A06,2,Resign,White
TRUE,47,25+3,1707,1674,C46,7,Resign,White
TRUE,71,25+3,1670,1685,B02,4,Resign,White
TRUE,97,25+3,1674,1680,A27,5,Mate,White
TRUE,47,25+3,1670,1685,C44,4,Mate,White
TRUE,58,25+6,1692,1792,A22,4,Resign,Black
FALSE,122,10+0,1747,1692,B06,2,Draw,Draw
FALSE,111,10+0,1692,1747,A01,5,Mate,White
FALSE,91,10+0,1747,1692,C62,6,Resign,White
FALSE,53,10+0,1692,1747,A28,7,Resign,White
FALSE,130,10+0,1747,1692,B02,4,Resign,Black
FALSE,43,10+0,1692,1747,D02,3,Resign,White
FALSE,121,15+3,1692,1747,C50,5,Resign,White
FALSE,110,15+3,1747,1692,B50,5,Resign,Black
FALSE,96,10+10,1747,1692,C48,8,Out of Time,Black
FALSE,43,10+10,1692,1747,A01,3,Resign,White
FALSE,81,10+10,1747,1692,C60,6,Draw,Draw
FALSE,129,10+10,1692,1747,D02,4,Resign,White
FALSE,164,30+30,1654,1692,B20,3,Draw,Draw
FALSE,79,15+3,1600,1692,B00,3,Resign,White
FALSE,54,15+10,1692,1637,E10,5,Resign,Black
FALSE,128,25+3,1692,1637,A13,3,Resign,Black
TRUE,80,25+6,1606,1684,C62,6,Resign,Black
TRUE,62,25+6,1694,1704,D11,7,Resign,Black
TRUE,44,25+6,1688,1705,B06,4,Resign,White
TRUE,73,30+10,1696,1657,A04,2,Mate,White
TRUE,9,25+6,1628,1688,B50,4,Resign,Black
TRUE,53,25+6,1679,1626,A01,2,Resign,White
TRUE,83,25+6,1669,1663,A04,2,Resign,White
FALSE,97,25+10,1669,1573,A13,3,Resign,White
TRUE,82,25+5,1652,1659,B06,2,Resign,Black
TRUE,36,25+5,1636,1649,B12,7,Mate,Black
